disno.,total_deaths,no._injured,no._affected,no._homeless,total_affected,magnitude,total_damage_000_us$,"total_damage,_adjusted_000_us$"
2021-0501-TUR,70.0,360.0,2300.0,0.0,2660.0,190.0,290000.0,326101.0
2021-0502-RUS,0.0,0.0,120.0,0.0,120.0,190.0,0.0,0.0
2021-0504-TUN,0.0,0.0,1000.0,0.0,1000.0,190.0,0.0,0.0
2021-0505-BGR,0.0,0.0,500.0,0.0,500.0,190.0,0.0,0.0
2021-0506-MKD,1.0,0.0,80000.0,0.0,80000.0,190.0,0.0,0.0
2021-0507-CHN,21.0,0.0,286100.0,0.0,286100.0,190.0,0.0,0.0
2021-0508-JPN,12.0,0.0,30000.0,0.0,30000.0,190.0,100000.0,112449.0
2021-0509-MNG,0.0,0.0,6356.0,0.0,6356.0,190.0,0.0,0.0
2021-0510-DOM,0.0,0.0,4025.0,0.0,4025.0,190.0,0.0,0.0
2021-0510-HTI,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0511-HTI,2575.0,12763.0,690000.0,0.0,702763.0,7.2,1620071.0,1821748.0
2021-0514-NGA,21.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0515-LBN,32.0,80.0,0.0,0.0,80.0,190.0,0.0,0.0
2021-0517-BGD,27.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0518-GIN,1.0,0.0,173.0,0.0,173.0,190.0,0.0,0.0
2021-0521-NGA,0.0,0.0,7500.0,0.0,7500.0,190.0,0.0,0.0
2021-0524-MYS,7.0,3.0,4825.0,0.0,4828.0,190.0,0.0,0.0
2021-0526-USA,0.0,0.0,0.0,2136.0,2136.0,190.0,1500000.0,1686729.0
2021-0527-MRT,50.0,0.0,7.0,0.0,7.0,190.0,0.0,0.0
2021-0528-MEX,13.0,0.0,0.0,0.0,0.0,205.0,500000.0,562243.0
2021-0530-IDN,9.0,0.0,62900.0,0.0,62900.0,190.0,0.0,0.0
2021-0531-USA,0.0,0.0,86.0,0.0,86.0,120.0,550000.0,618467.0
2021-0532-USA,7.0,0.0,105.0,0.0,105.0,190.0,1300000.0,1461832.0
2021-0533-USA,22.0,0.0,89.0,0.0,89.0,190.0,150000.0,168673.0
2021-0536-NGA,3604.0,109089.0,70000.0,0.0,179089.0,190.0,0.0,0.0
2021-0538-VEN,46.0,0.0,1400100.0,0.0,1400100.0,190.0,0.0,0.0
2021-0542-RUS,6.0,0.0,3000.0,3.0,3003.0,190.0,0.0,0.0
2021-0545-LBY,18.0,0.0,51.0,0.0,51.0,190.0,0.0,0.0
2021-0551-CUB,0.0,0.0,0.0,0.0,0.0,190.0,100000.0,112449.0
2021-0551-USA,96.0,0.0,14000.0,0.0,14000.0,240.0,65000000.0,73091612.0
2021-0552-MEX,2.0,3.0,1500.0,0.0,1503.0,110.0,100000.0,112449.0
2021-0553-PER,11.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0554-PER,32.0,22.0,0.0,0.0,22.0,190.0,0.0,0.0
2021-0555-BGD,21.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0556-CAF,0.0,5.0,3952.0,0.0,3957.0,190.0,0.0,0.0
2021-0561-ESP,2.0,0.0,150.0,0.0,150.0,190.0,105000.0,118071.0
2021-0562-USA,1.0,0.0,600.0,0.0,600.0,190.0,25000.0,28112.0
2021-0565-USA,0.0,0.0,0.0,0.0,0.0,190.0,1300000.0,1461832.0
2021-0566-USA,3.0,0.0,0.0,0.0,0.0,190.0,225000.0,253009.0
2021-0571-RUS,0.0,0.0,4500.0,0.0,4500.0,190.0,0.0,0.0
2021-0572-SWE,0.0,0.0,13500.0,0.0,13500.0,190.0,70000.0,78714.0
2021-0578-KOR,0.0,0.0,600.0,0.0,600.0,190.0,13000.0,14618.0
2021-0579-IRN,14.0,8.0,0.0,0.0,8.0,190.0,0.0,0.0
2021-0580-COD,12.0,1000.0,0.0,0.0,1000.0,190.0,0.0,0.0
2021-0581-EGY,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0583-USA,0.0,0.0,0.0,0.0,0.0,190.0,1000000.0,1124486.0
2021-0584-IDN,0.0,0.0,11839.0,0.0,11839.0,190.0,0.0,0.0
2021-0585-IND,7.0,0.0,850000.0,0.0,850000.0,190.0,0.0,0.0
2021-0586-FRA,0.0,0.0,600.0,0.0,600.0,190.0,0.0,0.0
2021-0587-CHN,3.0,88.0,21870.0,2437.0,24395.0,5.4,250000.0,281122.0
2021-0588-GTM,2.0,0.0,11799.0,0.0,11799.0,190.0,0.0,0.0
2021-0589-NGA,4.0,0.0,830.0,0.0,830.0,190.0,0.0,0.0
2021-0590-SLV,5.0,0.0,300.0,0.0,300.0,190.0,0.0,0.0
2021-0591-MYS,2.0,0.0,255.0,0.0,255.0,190.0,0.0,0.0
2021-0594-KHM,0.0,0.0,500.0,0.0,500.0,190.0,0.0,0.0
2021-0595-PHL,17.0,24.0,0.0,0.0,24.0,190.0,0.0,0.0
2021-0595-VNM,2.0,0.0,310.0,0.0,310.0,190.0,0.0,0.0
2021-0596-PAK,19.0,4.0,0.0,0.0,4.0,190.0,0.0,0.0
2021-0599-COD,205.0,2662.0,0.0,0.0,2662.0,190.0,0.0,0.0
2021-0600-MEX,19.0,0.0,1000.0,0.0,1000.0,190.0,50000.0,56224.0
2021-0602-MEX,3.0,0.0,21951.0,0.0,21951.0,7.0,200000.0,224897.0
2021-0605-NPL,13.0,10.0,1000.0,0.0,1010.0,190.0,0.0,0.0
2021-0607-MEX,5.0,0.0,1020.0,0.0,1020.0,190.0,0.0,0.0
2021-0609-THA,0.0,0.0,325400.0,0.0,325400.0,190.0,0.0,0.0
2021-0610-GHA,5.0,0.0,120.0,0.0,120.0,190.0,0.0,0.0
2021-0611-NZL,0.0,0.0,180.0,0.0,180.0,190.0,57000.0,64096.0
2021-0612-THA,10.0,0.0,298900.0,0.0,298900.0,190.0,591000.0,664571.0
2021-0613-SPI,1.0,0.0,339.0,6549.0,6888.0,190.0,1000000.0,1124486.0
2021-0615-LSO,0.0,0.0,2550.0,0.0,2550.0,190.0,0.0,0.0
2021-0616-GIN,5.0,21.0,69671.0,1972.0,71664.0,190.0,0.0,0.0
2021-0617-NER,166.0,5591.0,0.0,0.0,5591.0,190.0,0.0,0.0
2021-0618-MKD,14.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0619-IND,11.0,0.0,45.0,0.0,45.0,190.0,0.0,0.0
2021-0620-BOL,23.0,13.0,0.0,0.0,13.0,190.0,0.0,0.0
2021-0621-IDN,41.0,31.0,0.0,0.0,31.0,190.0,0.0,0.0
2021-0622-CHN,19.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0623-DZA,13.0,8.0,0.0,0.0,8.0,190.0,0.0,0.0
2021-0625-COL,0.0,0.0,2000.0,0.0,2000.0,190.0,0.0,0.0
2021-0626-USA,0.0,0.0,63.0,315.0,378.0,190.0,0.0,0.0
2021-0627-GRC,1.0,20.0,0.0,2316.0,2336.0,6.0,30000.0,33735.0
2021-0630-IND,20.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
2021-0632-VNM,3.0,3.0,13600.0,0.0,13603.0,190.0,0.0,0.0
2021-0637-UGA,1.0,72.0,41661.0,597.0,42330.0,190.0,0.0,0.0
2021-0638-COL,12.0,17.0,23700.0,0.0,23717.0,190.0,0.0,0.0
2021-0643-HND,0.0,3.0,2500.0,0.0,2503.0,190.0,0.0,0.0
2021-0645-IND,7.0,0.0,179000.0,0.0,179000.0,190.0,0.0,0.0
2021-0645-IRN,2.0,122.0,0.0,0.0,122.0,190.0,0.0,0.0
2021-0645-OMN,13.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0
2021-0647-MEX,6.0,0.0,10500.0,0.0,10500.0,190.0,10000.0,11245.0
2021-0649-SVN,0.0,0.0,1500.0,0.0,1500.0,190.0,0.0,0.0
2021-0653-IDN,0.0,0.0,79095.0,0.0,79095.0,190.0,0.0,0.0
2021-0654-PAK,21.0,300.0,63800.0,0.0,64100.0,5.9,0.0,0.0
2021-0655-CHN,5.0,0.0,0.0,459.0,459.0,190.0,0.0,0.0
2021-0663-LBY,17.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0664-HKG,1.0,14.0,140.0,0.0,154.0,190.0,0.0,0.0
2021-0664-PHL,3.0,0.0,8048.0,0.0,8048.0,190.0,240.0,270.0
2021-0665-RUS,16.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0666-COD,120.0,0.0,39.0,0.0,39.0,190.0,0.0,0.0
2021-0669-CHN,18.0,0.0,1760000.0,0.0,1760000.0,190.0,1800000.0,2024075.0
2021-0670-HKG,1.0,21.0,0.0,0.0,21.0,190.0,0.0,0.0
2021-0670-PHL,59.0,5.0,1140534.0,0.0,1140539.0,102.0,75610.0,85022.0
2021-0673-TWN,46.0,41.0,0.0,0.0,41.0,190.0,0.0,0.0
2021-0674-KHM,0.0,0.0,225.0,0.0,225.0,190.0,0.0,0.0
2021-0674-THA,0.0,1.0,25000.0,0.0,25001.0,190.0,0.0,0.0
2021-0675-GEO,0.0,0.0,1780.0,0.0,1780.0,190.0,0.0,0.0
2021-0676-TUN,23.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0677-IND,39.0,0.0,3500.0,450.0,3950.0,190.0,0.0,0.0
2021-0678-ESP,25.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0681-IND,57.0,17.0,1385.0,0.0,1402.0,190.0,0.0,0.0
2021-0681-NPL,118.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2021-0682-PHL,0.0,0.0,24166.0,0.0,24166.0,190.0,0.0,0.0
2021-0684-EGY,19.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0685-COD,50.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0686-MYS,0.0,0.0,1000.0,0.0,1000.0,190.0,0.0,0.0
2021-0687-BEL,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0687-CZE,0.0,2.0,0.0,0.0,2.0,190.0,0.0,0.0
2021-0687-DEU,1.0,4.0,0.0,0.0,4.0,190.0,0.0,0.0
2021-0687-FRA,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0
2021-0687-GBR,1.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0687-NLD,0.0,4.0,0.0,0.0,4.0,190.0,0.0,0.0
2021-0687-POL,4.0,13.0,0.0,0.0,13.0,190.0,0.0,0.0
2021-0688-RUS,16.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0693-COL,2.0,0.0,850.0,0.0,850.0,190.0,0.0,0.0
2021-0695-IDN,0.0,0.0,2226.0,0.0,2226.0,190.0,0.0,0.0
2021-0696-KHM,0.0,0.0,12500.0,0.0,12500.0,190.0,0.0,0.0
2021-0698-VNM,5.0,0.0,82500.0,0.0,82500.0,190.0,7500.0,8434.0
2021-0700-DZA,3.0,0.0,402.0,18.0,420.0,190.0,0.0,0.0
2021-0700-TUN,3.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0701-BEN,13.0,0.0,35850.0,0.0,35850.0,190.0,0.0,0.0
2021-0702-MEX,0.0,0.0,150.0,0.0,150.0,165.0,10000.0,11245.0
2021-0703-NGA,42.0,15.0,0.0,0.0,15.0,190.0,0.0,0.0
2021-0705-IRQ,2.0,3.0,3200.0,0.0,3203.0,190.0,0.0,0.0
2021-0709-PAK,0.0,2728.0,0.0,0.0,2728.0,190.0,0.0,0.0
2021-0711-COL,20.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2021-0712-PER,1.0,2.0,2982.0,0.0,2984.0,190.0,0.0,0.0
2021-0713-PAK,20.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0714-LKA,4.0,0.0,6000.0,0.0,6000.0,190.0,0.0,0.0
2021-0719-IDN,9.0,0.0,1275.0,0.0,1275.0,190.0,0.0,0.0
2021-0720-IDN,3.0,82.0,2620.0,1830.0,4532.0,5.1,0.0,0.0
2021-0722-IND,14.0,0.0,11000.0,0.0,11000.0,190.0,0.0,0.0
2021-0722-LKA,26.0,4.0,230000.0,0.0,230004.0,190.0,0.0,0.0
2021-0725-BIH,0.0,0.0,250000.0,0.0,250000.0,190.0,0.0,0.0
2021-0726-IND,11.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0727-SLE,101.0,123.0,1120.0,0.0,1243.0,190.0,0.0,0.0
2021-0728-MEX,19.0,3.0,0.0,0.0,3.0,190.0,0.0,0.0
2021-0729-USA,10.0,300.0,0.0,0.0,300.0,190.0,0.0,0.0
2021-0730-NER,26.0,13.0,0.0,0.0,13.0,190.0,0.0,0.0
2021-0731-NER,18.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0732-CHN,1.0,0.0,5600.0,0.0,5600.0,190.0,935000.0,1051395.0
2021-0733-USA,4.0,0.0,0.0,0.0,0.0,190.0,325000.0,365458.0
2021-0737-EGY,3.0,450.0,4685.0,1100.0,6235.0,190.0,0.0,0.0
2021-0738-IRN,1.0,104.0,36484.0,0.0,36588.0,6.3,165000.0,185540.0
2021-0741-CAN,4.0,0.0,15000.0,0.0,15000.0,190.0,2000000.0,2248973.0
2021-0741-USA,1.0,0.0,500.0,0.0,500.0,190.0,200000.0,224897.0
2021-0742-COD,32.0,0.0,111.0,0.0,111.0,190.0,0.0,0.0
2021-0747-BOL,7.0,0.0,125.0,0.0,125.0,190.0,0.0,0.0
2021-0748-IND,62.0,0.0,74500.0,0.0,74500.0,190.0,0.0,0.0
2021-0753-BGR,44.0,7.0,0.0,0.0,7.0,190.0,0.0,0.0
2021-0754-AZE,14.0,2.0,0.0,0.0,2.0,190.0,0.0,0.0
2021-0755-PER,10.0,7.0,0.0,0.0,7.0,190.0,0.0,0.0
2021-0756-FRA,1.0,2.0,300.0,0.0,302.0,190.0,0.0,0.0
2021-0758-ECU,0.0,0.0,39.0,0.0,39.0,7.2,0.0,0.0
2021-0758-PER,0.0,3.0,17909.0,0.0,17912.0,7.2,0.0,0.0
2021-0759-MEX,19.0,20.0,0.0,0.0,20.0,190.0,0.0,0.0
2021-0760-RUS,57.0,0.0,237.0,0.0,237.0,190.0,0.0,0.0
2021-0761-FRA,31.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0763-VNM,18.0,0.0,300000.0,0.0,300000.0,190.0,0.0,0.0
2021-0766-ESP,1.0,0.0,100.0,0.0,100.0,190.0,36000.0,40482.0
2021-0768-IDN,0.0,8.0,11020.0,0.0,11028.0,190.0,0.0,0.0
2021-0774-COL,0.0,0.0,14000.0,0.0,14000.0,190.0,0.0,0.0
2021-0776-IDN,71.0,27.0,10965.0,0.0,10992.0,190.0,20000.0,22490.0
2021-0777-IND,5.0,400.0,1650.0,0.0,2050.0,100.0,0.0,0.0
2021-0778-COL,0.0,1.0,300.0,0.0,301.0,190.0,0.0,0.0
2021-0779-THA,0.0,0.0,132900.0,0.0,132900.0,190.0,0.0,0.0
2021-0780-NGA,42.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0781-KEN,31.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0782-CMR,21.0,0.0,20.0,0.0,20.0,190.0,0.0,0.0
2021-0783-BDI,38.0,69.0,0.0,0.0,69.0,190.0,0.0,0.0
2021-0784-USA,0.0,0.0,0.0,0.0,0.0,190.0,75000.0,84336.0
2021-0788-IDN,6.0,8.0,78730.0,0.0,78738.0,190.0,0.0,0.0
2021-0790-BRA,51.0,523.0,1035643.0,0.0,1036166.0,190.0,417000.0,468911.0
2021-0792-FRA,0.0,0.0,100.0,0.0,100.0,190.0,23000.0,25863.0
2021-0797-USA,93.0,100.0,0.0,0.0,100.0,310.0,5200000.0,5847329.0
2021-0799-MEX,56.0,104.0,0.0,0.0,104.0,190.0,0.0,0.0
2021-0800-HTI,61.0,47.0,0.0,100.0,147.0,190.0,0.0,0.0
2021-0801-IDN,0.0,7.0,1730.0,0.0,1737.0,7.3,0.0,0.0
2021-0807-AUS,2.0,0.0,1000.0,0.0,1000.0,190.0,100000.0,112449.0
2021-0808-MYS,38.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0809-MWI,13.0,51.0,55500.0,0.0,55551.0,190.0,0.0,0.0
2021-0810-COG,24.0,0.0,46652.0,0.0,46652.0,190.0,0.0,0.0
2021-0811-ZAF,23.0,27.0,8810.0,0.0,8837.0,190.0,0.0,0.0
2021-0813-PHL,457.0,1371.0,10607625.0,0.0,10608996.0,240.0,915271.0,1029210.0
2021-0813-VNM,3.0,0.0,0.0,0.0,0.0,190.0,9000.0,10120.0
2021-0815-USA,5.0,0.0,120.0,0.0,120.0,160.0,1900000.0,2136524.0
2021-0818-IRQ,14.0,0.0,7500.0,0.0,7500.0,190.0,14000.0,15743.0
2021-0819-JPN,24.0,3.0,0.0,0.0,3.0,190.0,0.0,0.0
2021-0820-PAK,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-0821-MYS,56.0,0.0,120000.0,0.0,120000.0,190.0,1460000.0,1641750.0
2021-0822-MDG,85.0,0.0,50.0,0.0,50.0,190.0,0.0,0.0
2021-0823-IDN,0.0,0.0,43000.0,0.0,43000.0,190.0,0.0,0.0
2021-0825-FRA,0.0,0.0,0.0,0.0,0.0,190.0,5600000.0,6297123.0
2021-0829-CHN,0.0,10.0,19200.0,0.0,19210.0,5.7,71000.0,79839.0
2021-0829-LAO,0.0,0.0,0.0,0.0,0.0,5.7,120.0,135.0
2021-0832-USA,2.0,0.0,3273.0,381.0,3654.0,190.0,3300000.0,3710805.0
2021-0834-BOL,15.0,0.0,60000.0,0.0,60000.0,190.0,0.0,0.0
2021-0835-IDN,2.0,0.0,27500.0,0.0,27500.0,190.0,0.0,0.0
2021-0838-BGD,37.0,100.0,0.0,0.0,100.0,190.0,0.0,0.0
2021-0839-GRC,16.0,0.0,63.0,0.0,63.0,190.0,0.0,0.0
2021-0841-IRN,10.0,13.0,0.0,0.0,13.0,190.0,0.0,0.0
2021-0842-LBY,28.0,0.0,3.0,0.0,3.0,190.0,0.0,0.0
2021-0845-STP,8.0,0.0,219668.0,0.0,219668.0,190.0,0.0,0.0
2021-0846-PAK,194.0,0.0,0.0,0.0,0.0,190.0,10000.0,11245.0
2021-0847-VUT,0.0,0.0,3383.0,0.0,3383.0,190.0,0.0,0.0
2021-0848-SDN,69.0,2973.0,0.0,0.0,2973.0,190.0,0.0,0.0
2021-0849-IRQ,82.0,110.0,0.0,0.0,110.0,190.0,0.0,0.0
2021-0850-ISR,45.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2021-9078-CHN,0.0,0.0,0.0,0.0,0.0,190.0,3100000.0,3485908.0
2021-9116-AFG,0.0,0.0,11000000.0,0.0,11000000.0,190.0,0.0,0.0
2021-9148-ZAF,0.0,0.0,12000000.0,0.0,12000000.0,190.0,0.0,0.0
2021-9359-MOZ,0.0,0.0,1562771.0,0.0,1562771.0,190.0,0.0,0.0
2021-9459-KAZ,0.0,0.0,71000.0,0.0,71000.0,190.0,0.0,0.0
2021-9510-IRN,0.0,0.0,4900000.0,0.0,4900000.0,190.0,0.0,0.0
2021-9546-ETH,0.0,0.0,6800000.0,0.0,6800000.0,190.0,0.0,0.0
2021-9547-TUV,0.0,0.0,10204.0,0.0,10204.0,190.0,0.0,0.0
2021-9548-IRQ,0.0,0.0,7000000.0,0.0,7000000.0,190.0,0.0,0.0
2021-9548-SYR,0.0,0.0,5500000.0,0.0,5500000.0,190.0,0.0,0.0
2021-9569-BRA,0.0,0.0,0.0,0.0,0.0,190.0,3000000.0,3373459.0
2021-9639-SSD,0.0,0.0,7723670.0,0.0,7723670.0,190.0,0.0,0.0
2021-9786-ZWE,0.0,0.0,167500.0,0.0,167500.0,190.0,0.0,0.0
2021-9787-ZMB,0.0,0.0,1580000.0,0.0,1580000.0,190.0,0.0,0.0
2021-9846-USA,0.0,0.0,0.0,0.0,0.0,190.0,9000000.0,10120377.0
2021-9848-TZA,0.0,0.0,2100000.0,0.0,2100000.0,190.0,0.0,0.0
2022-0001-CHN,13.0,3.0,0.0,0.0,3.0,190.0,0.0,0.0
2022-0002-IRN,6.0,14.0,20000.0,0.0,20014.0,190.0,0.0,0.0
2022-0003-IND,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0004-CHN,0.0,30.0,29000.0,0.0,29030.0,5.4,54000.0,56223.0
2022-0005-TZA,10.0,0.0,15.0,0.0,15.0,190.0,0.0,0.0
2022-0007-USA,5.0,0.0,0.0,0.0,0.0,190.0,525000.0,546611.0
2022-0009-ZAF,10.0,0.0,0.0,0.0,0.0,190.0,70000.0,72881.0
2022-0011-IDN,10.0,0.0,6500.0,0.0,6500.0,190.0,0.0,0.0
2022-0012-IDN,0.0,2.0,300.0,0.0,302.0,5.6,0.0,0.0
2022-0013-FJI,1.0,0.0,69564.0,0.0,69564.0,74.0,25000.0,26029.0
2022-0014-PAK,22.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0017-ZAF,16.0,8.0,0.0,0.0,8.0,190.0,0.0,0.0
2022-0018-TZA,14.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0019-EGY,10.0,0.0,14.0,0.0,14.0,190.0,0.0,0.0
2022-0020-BRA,15.0,32.0,0.0,0.0,32.0,190.0,90000.0,93705.0
2022-0021-EGY,14.0,17.0,0.0,0.0,17.0,190.0,0.0,0.0
2022-0022-BGD,0.0,0.0,0.0,5000.0,5000.0,190.0,0.0,0.0
2022-0024-USA,19.0,63.0,0.0,0.0,63.0,190.0,0.0,0.0
2022-0025-CHN,16.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2022-0026-PER,2.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0026-TON,4.0,0.0,84176.0,0.0,84176.0,190.0,118000.0,122857.0
2022-0027-AFG,28.0,4.0,0.0,4000.0,4004.0,5.3,0.0,0.0
2022-0028-MAR,43.0,0.0,10.0,0.0,10.0,190.0,0.0,0.0
2022-0030-PHL,11.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0031-CAF,0.0,20.0,0.0,4803.0,4823.0,190.0,0.0,0.0
2022-0032-MDG,34.0,2.0,62112.0,0.0,62114.0,190.0,0.0,0.0
2022-0034-SYR,2.0,0.0,362700.0,0.0,362700.0,190.0,0.0,0.0
2022-0035-ZAF,1.0,0.0,100.0,0.0,100.0,190.0,105000.0,109322.0
2022-0037-URY,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0042-IDN,0.0,1975.0,13415.0,0.0,15390.0,6.6,23000.0,23947.0
2022-0043-ZMB,3.0,0.0,21582.0,0.0,21582.0,190.0,0.0,0.0
2022-0043-ZWE,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0044-IRN,0.0,1.0,18000.0,0.0,18001.0,190.0,0.0,0.0
2022-0045-CHN,0.0,9.0,26490.0,0.0,26499.0,6.6,541000.0,563270.0
2022-0046-AUS,2.0,0.0,200.0,0.0,200.0,190.0,80000.0,83293.0
2022-0049-CMR,16.0,8.0,0.0,0.0,8.0,190.0,0.0,0.0
2022-0050-GHA,13.0,59.0,3300.0,0.0,3359.0,190.0,0.0,0.0
2022-0052-MDG,55.0,0.0,131555.0,0.0,131555.0,190.0,0.0,0.0
2022-0052-MOZ,38.0,207.0,185429.0,0.0,185636.0,100.0,0.0,0.0
2022-0052-MWI,64.0,206.0,945728.0,0.0,945934.0,190.0,0.0,0.0
2022-0052-ZWE,0.0,0.0,3000.0,0.0,3000.0,190.0,0.0,0.0
2022-0053-UGA,9.0,0.0,1500.0,0.0,1500.0,190.0,0.0,0.0
2022-0055-RWA,15.0,37.0,750.0,0.0,787.0,190.0,0.0,0.0
2022-0057-HTI,2.0,52.0,15.0,950.0,1017.0,5.3,0.0,0.0
2022-0058-PER,1.0,0.0,500.0,0.0,500.0,190.0,0.0,0.0
2022-0059-USA,39.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0060-AFG,19.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0061-MDG,92.0,0.0,112115.0,0.0,112115.0,235.0,0.0,0.0
2022-0061-MUS,1.0,0.0,139.0,0.0,139.0,151.0,0.0,0.0
2022-0061-REU,0.0,13.0,0.0,0.0,13.0,190.0,0.0,0.0
2022-0062-IDN,13.0,34.0,0.0,0.0,34.0,190.0,0.0,0.0
2022-0063-ARG,17.0,56.0,0.0,0.0,56.0,190.0,0.0,0.0
2022-0064-BOL,11.0,18.0,0.0,0.0,18.0,190.0,0.0,0.0
2022-0065-BRA,35.0,12.0,3000.0,0.0,3012.0,190.0,72000.0,74964.0
2022-0066-COD,26.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0068-ECU,29.0,52.0,7270.0,0.0,7322.0,190.0,53000.0,55182.0
2022-0069-HTI,5.0,0.0,12500.0,0.0,12500.0,190.0,0.0,0.0
2022-0071-MEX,13.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2022-0072-SPI,16.0,0.0,40.0,0.0,40.0,190.0,0.0,0.0
2022-0073-COL,19.0,34.0,9117.0,0.0,9151.0,190.0,0.0,0.0
2022-0077-ZAF,3.0,0.0,0.0,138.0,138.0,190.0,0.0,0.0
2022-0079-PER,0.0,0.0,300.0,0.0,300.0,6.5,0.0,0.0
2022-0080-USA,10.0,0.0,0.0,0.0,0.0,190.0,526000.0,547652.0
2022-0081-CZE,1.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0081-DEU,1.0,2.0,0.0,0.0,2.0,190.0,0.0,0.0
2022-0081-DNK,1.0,3.0,0.0,0.0,3.0,190.0,0.0,0.0
2022-0081-GBR,2.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0081-NOR,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0081-POL,1.0,12.0,0.0,0.0,12.0,190.0,0.0,0.0
2022-0086-HND,0.0,0.0,1800.0,0.0,1800.0,190.0,0.0,0.0
2022-0087-IDN,1.0,0.0,14700.0,0.0,14700.0,190.0,12000.0,12494.0
2022-0089-BRA,272.0,197.0,15000.0,886.0,16083.0,190.0,27000.0,28111.0
2022-0091-DOM,0.0,0.0,257.0,0.0,257.0,190.0,0.0,0.0
2022-0091-PRI,0.0,0.0,0.0,0.0,0.0,190.0,17000.0,17700.0
2022-0092-GTM,3.0,2.0,31300.0,0.0,31302.0,6.2,0.0,0.0
2022-0093-CAN,21.0,0.0,3.0,0.0,3.0,190.0,0.0,0.0
2022-0094-IND,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2022-0096-PSE,4.0,0.0,3500.0,0.0,3500.0,190.0,0.0,0.0
2022-0097-CZE,0.0,3.0,0.0,0.0,3.0,181.0,0.0,0.0
2022-0097-DEU,3.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0
2022-0097-GBR,1.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0
2022-0097-POL,2.0,0.0,1500.0,0.0,1500.0,80.0,0.0,0.0
2022-0099-MDG,14.0,0.0,9900.0,0.0,9900.0,75.0,0.0,0.0
2022-0099-MOZ,14.0,0.0,23733.0,0.0,23733.0,66.0,0.0,0.0
2022-0100-KOR,0.0,0.0,0.0,1080.0,1080.0,190.0,0.0,0.0
2022-0101-MDG,15.0,0.0,169000.0,0.0,169000.0,140.0,16000.0,16659.0
2022-0102-BOL,60.0,0.0,375000.0,0.0,375000.0,190.0,0.0,0.0
2022-0103-AUS,22.0,0.0,54000.0,0.0,54000.0,190.0,6600000.0,6871683.0
